sale_id,order_id,customer_id,product_id,location_id,date_id,ship_mode,sales,quantity,discount,profit
63,CA-2015-135545,KM-16720,TEC-AC-10004633,26,28,Standard Class,13.98,2,0.0,6.15
64,CA-2015-135545,KM-16720,OFF-BI-10001078,26,28,Standard Class,25.82,6,0.2,9.36
65,CA-2015-135545,KM-16720,OFF-PA-10003892,26,28,Standard Class,146.73,3,0.0,68.96
66,CA-2015-135545,KM-16720,FUR-FU-10000397,26,28,Standard Class,79.76,4,0.0,22.33
67,US-2015-164175,PS-18970,FUR-CH-10001146,27,29,Standard Class,213.12,5,0.3,-15.22
68,CA-2014-106376,BS-11590,OFF-AR-10002671,28,30,Standard Class,1113.02,8,0.2,111.3
69,CA-2014-106376,BS-11590,TEC-PH-10002726,28,30,Standard Class,167.97,4,0.2,62.99
70,CA-2016-119823,KD-16270,OFF-PA-10000482,29,31,First Class,75.88,2,0.0,35.66
71,CA-2016-106075,HM-14980,OFF-BI-10004654,30,32,Standard Class,4.62,1,0.2,1.73
72,CA-2017-114440,TB-21520,OFF-PA-10004675,31,33,Second Class,19.05,3,0.0,8.76
73,US-2015-134026,JE-15745,FUR-CH-10000513,32,34,Standard Class,831.94,8,0.2,-114.39
74,US-2015-134026,JE-15745,FUR-FU-10003708,32,34,Standard Class,97.04,2,0.2,1.21
75,US-2015-134026,JE-15745,OFF-ST-10004123,32,34,Standard Class,72.78,1,0.2,-18.2
76,US-2017-118038,KB-16600,OFF-BI-10004182,17,35,First Class,1.25,3,0.8,-1.93
77,US-2017-118038,KB-16600,FUR-FU-10000260,17,35,First Class,9.71,3,0.6,-5.82
78,US-2017-118038,KB-16600,OFF-ST-10000615,17,35,First Class,27.24,3,0.2,2.72
79,US-2014-147606,JE-15745,FUR-FU-10003194,33,36,Second Class,19.3,5,0.6,-14.48
80,CA-2016-127208,SC-20770,OFF-AP-10002118,34,2,First Class,208.16,1,0.0,56.2
81,CA-2016-127208,SC-20770,OFF-BI-10002309,34,2,First Class,16.74,3,0.0,8.04
82,CA-2014-139451,DN-13690,OFF-AR-10002053,35,37,Standard Class,14.9,5,0.0,4.17
83,CA-2014-139451,DN-13690,OFF-ST-10002370,35,37,Standard Class,21.39,1,0.0,6.2
84,CA-2015-149734,JC-16105,OFF-EN-10000927,36,38,Standard Class,200.98,7,0.2,62.81
85,US-2017-119662,CS-12400,OFF-ST-10003656,37,39,First Class,230.38,3,0.2,-48.95
86,CA-2017-140088,PO-18865,FUR-CH-10000863,38,40,Second Class,301.96,2,0.0,33.22
87,CA-2017-155558,PG-18895,TEC-AC-10001998,39,41,Standard Class,19.99,1,0.0,6.8
88,CA-2017-155558,PG-18895,OFF-LA-10000134,39,41,Standard Class,6.16,2,0.0,2.96
89,CA-2016-159695,GM-14455,OFF-ST-10003442,15,42,Second Class,158.37,7,0.2,13.86
90,CA-2016-109806,JS-15685,OFF-AR-10004930,2,43,Standard Class,20.1,3,0.0,6.63
91,CA-2016-109806,JS-15685,TEC-PH-10004093,2,43,Standard Class,73.58,2,0.2,8.28
92,CA-2016-109806,JS-15685,OFF-PA-10000304,2,43,Standard Class,6.48,1,0.0,3.11
93,CA-2015-149587,KB-16315,OFF-PA-10003177,40,44,Second Class,12.96,2,0.0,6.22
94,CA-2015-149587,KB-16315,FUR-FU-10003799,40,44,Second Class,53.34,3,0.0,16.54
95,CA-2015-149587,KB-16315,OFF-BI-10002852,40,44,Second Class,32.96,2,0.0,16.15
96,US-2017-109484,RB-19705,OFF-BI-10004738,41,45,Standard Class,5.68,1,0.7,-3.79
97,CA-2017-161018,PN-18775,FUR-FU-10000629,30,46,Second Class,96.53,7,0.0,40.54
98,CA-2017-157833,KD-16345,OFF-BI-10001721,35,47,First Class,51.31,3,0.2,17.96
99,CA-2016-149223,ER-13855,OFF-AP-10000358,42,48,Standard Class,77.88,6,0.0,22.59
100,CA-2016-158568,RB-19465,OFF-PA-10003256,27,49,Standard Class,64.62,7,0.2,22.62
101,CA-2016-158568,RB-19465,TEC-AC-10001767,27,49,Standard Class,95.98,3,0.2,-10.8
102,CA-2016-158568,RB-19465,OFF-BI-10002609,27,49,Standard Class,1.79,3,0.8,-3.04
103,CA-2016-129903,GZ-14470,OFF-PA-10004040,39,50,Second Class,23.92,4,0.0,11.72
104,US-2015-156867,LC-16870,TEC-AC-10001552,43,51,Standard Class,238.9,6,0.2,-26.88
105,US-2015-156867,LC-16870,FUR-FU-10004006,43,51,Standard Class,102.36,3,0.2,-3.84
106,US-2015-156867,LC-16870,OFF-BI-10002794,43,51,Standard Class,36.88,3,0.7,-25.82
107,CA-2017-119004,JM-15250,TEC-AC-10003499,44,52,Standard Class,74.11,8,0.2,17.6
108,CA-2017-119004,JM-15250,TEC-PH-10002844,44,52,Standard Class,27.99,1,0.2,2.1
109,CA-2017-119004,JM-15250,OFF-AR-10000390,44,52,Standard Class,3.3,1,0.2,1.07
110,CA-2015-129476,PA-19060,TEC-AC-10000844,45,53,Standard Class,339.96,5,0.2,67.99
111,CA-2017-146780,CV-12805,FUR-FU-10001934,46,54,Standard Class,41.96,2,0.0,10.91
112,CA-2016-128867,CL-12565,OFF-AR-10000380,47,55,Standard Class,75.96,2,0.0,22.79
113,CA-2016-128867,CL-12565,OFF-BI-10003981,47,55,Standard Class,27.24,6,0.0,13.35
114,CA-2014-115259,RC-19960,OFF-FA-10000621,48,56,Second Class,40.1,14,0.2,14.53
115,CA-2014-115259,RC-19960,OFF-EN-10002600,48,56,Second Class,4.72,2,0.2,1.65
116,CA-2014-115259,RC-19960,OFF-PA-10004965,48,56,Second Class,23.98,3,0.2,7.49
117,CA-2014-115259,RC-19960,OFF-EN-10002504,48,56,Second Class,130.46,6,0.2,44.03
118,CA-2015-110457,DK-13090,FUR-TA-10001768,6,57,Standard Class,787.53,3,0.0,165.38
119,US-2015-136476,GG-14650,OFF-BI-10003650,49,58,Standard Class,157.79,1,0.7,-115.72
120,CA-2016-103730,SC-20725,FUR-FU-10002157,50,2,First Class,47.04,3,0.0,18.35
121,CA-2016-103730,SC-20725,OFF-BI-10003910,50,2,First Class,30.84,4,0.0,13.88
122,CA-2016-103730,SC-20725,OFF-ST-10000777,50,2,First Class,226.56,6,0.0,63.44
123,CA-2016-103730,SC-20725,OFF-EN-10002500,50,2,First Class,115.02,9,0.0,51.76
124,CA-2016-103730,SC-20725,TEC-PH-10003875,50,2,First Class,68.04,7,0.0,19.73
125,US-2014-152030,AD-10180,FUR-CH-10004063,17,59,Second Class,600.56,3,0.3,-8.58
126,US-2014-134614,PF-19165,FUR-TA-10004534,51,60,Standard Class,617.7,6,0.5,-407.68
127,US-2017-107272,TS-21610,OFF-BI-10003274,52,61,Standard Class,2.39,2,0.7,-1.83
128,US-2017-107272,TS-21610,OFF-ST-10002974,52,61,Standard Class,243.99,7,0.2,30.5
129,US-2016-125969,LS-16975,FUR-CH-10001146,26,62,Second Class,81.42,2,0.2,-9.16
130,US-2016-125969,LS-16975,FUR-FU-10003773,26,62,Second Class,238.56,3,0.0,26.24
131,US-2017-164147,DW-13585,TEC-PH-10002293,48,63,First Class,59.97,5,0.4,-11.99
132,US-2017-164147,DW-13585,OFF-PA-10002377,48,63,First Class,78.3,2,0.2,29.36
133,US-2017-164147,DW-13585,OFF-FA-10002780,48,63,First Class,21.46,9,0.2,6.97
134,CA-2016-145583,LC-16885,OFF-PA-10001804,53,64,Standard Class,20.04,3,0.0,9.62
135,CA-2016-145583,LC-16885,OFF-PA-10001736,53,64,Standard Class,35.44,1,0.0,16.66
136,CA-2016-145583,LC-16885,OFF-AR-10001149,53,64,Standard Class,11.52,4,0.0,3.46
137,CA-2016-145583,LC-16885,OFF-FA-10002988,53,64,Standard Class,4.02,2,0.0,1.97
138,CA-2016-145583,LC-16885,OFF-BI-10004781,53,64,Standard Class,76.18,3,0.2,26.66
139,CA-2016-145583,LC-16885,OFF-SU-10001218,53,64,Standard Class,65.88,6,0.0,18.45
140,CA-2016-145583,LC-16885,FUR-FU-10001706,53,64,Standard Class,43.12,14,0.0,20.7
141,CA-2016-110366,JD-15895,FUR-FU-10004848,12,65,Second Class,82.8,2,0.2,10.35
142,CA-2017-106180,SH-19975,OFF-AR-10000940,35,66,Standard Class,8.82,3,0.0,2.38
143,CA-2017-106180,SH-19975,OFF-EN-10004030,35,66,Standard Class,10.86,3,0.0,5.1
144,CA-2017-106180,SH-19975,OFF-PA-10004327,35,66,Standard Class,143.7,3,0.0,68.98
145,CA-2017-155376,SG-20080,OFF-AP-10001058,54,67,Standard Class,839.43,3,0.0,218.25
146,CA-2015-110744,HA-14920,OFF-ST-10003656,55,68,Standard Class,671.93,7,0.0,20.16
147,CA-2014-110072,MG-17680,FUR-FU-10000521,56,69,Standard Class,93.89,4,0.2,12.91
148,CA-2016-114489,JE-16165,TEC-PH-10000215,57,6,Standard Class,384.45,11,0.0,103.8
149,CA-2016-114489,JE-16165,TEC-PH-10001448,57,6,Standard Class,149.97,3,0.0,6.0
150,CA-2016-114489,JE-16165,FUR-CH-10000454,57,6,Standard Class,1951.84,8,0.0,585.55
151,CA-2016-114489,JE-16165,OFF-BI-10002735,57,6,Standard Class,171.55,5,0.0,80.63
152,CA-2016-158834,TW-21025,OFF-AP-10000326,58,70,First Class,157.92,5,0.2,17.77
153,CA-2016-158834,TW-21025,TEC-PH-10001254,58,70,First Class,203.18,2,0.2,15.24
154,CA-2015-124919,SP-20650,OFF-PA-10001950,59,71,First Class,58.38,7,0.0,26.27
155,CA-2015-124919,SP-20650,OFF-PA-10002254,59,71,First Class,105.52,4,0.0,48.54
156,CA-2015-124919,SP-20650,OFF-ST-10001590,59,71,First Class,80.88,6,0.0,21.03
157,CA-2015-118948,NK-18490,OFF-AR-10001547,60,72,Standard Class,6.63,3,0.0,1.79
158,CA-2014-104269,DB-13060,FUR-CH-10004063,61,73,Second Class,457.57,2,0.2,51.48
159,CA-2016-114104,NP-18670,OFF-LA-10002475,62,74,Standard Class,14.62,2,0.0,6.87
160,CA-2016-114104,NP-18670,TEC-PH-10004536,62,74,Standard Class,944.93,7,0.0,236.23
161,CA-2016-162733,TT-21070,OFF-PA-10002751,63,75,First Class,5.98,1,0.0,2.69
162,CA-2015-119697,EM-13960,TEC-AC-10003657,64,76,Second Class,54.38,2,0.2,1.36
163,CA-2016-154508,RD-19900,OFF-EN-10001990,65,77,Standard Class,28.4,5,0.0,13.35
164,CA-2016-113817,MJ-17740,OFF-BI-10004002,61,78,Standard Class,27.68,2,0.2,9.69
165,CA-2014-139892,BM-11140,OFF-AR-10004441,66,79,Standard Class,9.94,3,0.2,2.73
166,CA-2014-139892,BM-11140,TEC-MA-10000822,66,79,Standard Class,8159.95,8,0.4,-1359.99
167,CA-2014-139892,BM-11140,OFF-ST-10000991,66,79,Standard Class,275.93,3,0.2,-58.63
168,CA-2014-139892,BM-11140,FUR-CH-10004287,66,79,Standard Class,1740.06,9,0.3,-24.86
169,CA-2014-139892,BM-11140,OFF-AR-10002656,66,79,Standard Class,32.06,6,0.2,6.81
170,CA-2014-139892,BM-11140,OFF-AP-10002518,66,79,Standard Class,177.98,5,0.8,-453.85
171,CA-2014-139892,BM-11140,TEC-PH-10003931,66,79,Standard Class,143.98,3,0.2,9.0
172,CA-2014-118962,CS-12130,OFF-PA-10000659,26,80,Standard Class,20.94,3,0.0,9.84
173,CA-2014-118962,CS-12130,OFF-PA-10001144,26,80,Standard Class,110.96,2,0.0,53.26
174,CA-2014-118962,CS-12130,FUR-CH-10003817,26,80,Standard Class,340.14,7,0.2,21.26
175,US-2014-100853,JB-15400,OFF-AP-10000891,37,81,Standard Class,52.45,2,0.8,-131.12
176,US-2014-100853,JB-15400,OFF-LA-10003148,37,81,Standard Class,20.16,4,0.2,6.55
177,US-2017-152366,SJ-20500,OFF-AP-10002684,67,82,Second Class,97.26,4,0.8,-243.16
178,US-2015-101511,JE-15745,FUR-CH-10004698,56,83,Second Class,396.8,7,0.3,-11.34
179,US-2015-101511,JE-15745,OFF-SU-10002189,56,83,Second Class,15.88,5,0.2,-3.77
180,CA-2015-137225,JK-15640,OFF-AR-10001940,30,84,Standard Class,3.28,1,0.0,1.41
181,CA-2014-166191,DK-13150,OFF-ST-10003455,68,30,Second Class,24.82,2,0.2,1.86
182,CA-2014-166191,DK-13150,TEC-AC-10004659,68,30,Second Class,408.74,7,0.2,76.64
183,CA-2014-158274,RM-19675,TEC-PH-10003273,69,85,Second Class,503.96,4,0.0,131.03
184,CA-2014-158274,RM-19675,TEC-PH-10004896,69,85,Second Class,149.95,5,0.0,41.99
185,CA-2014-158274,RM-19675,TEC-AC-10002345,69,85,Second Class,29.0,2,0.0,7.25
186,CA-2016-105018,SK-19990,OFF-BI-10001890,70,86,Standard Class,7.16,2,0.0,3.44
187,CA-2014-123260,FM-14290,TEC-AC-10002323,4,87,Standard Class,176.8,8,0.0,22.98
188,CA-2016-157000,AM-10360,OFF-ST-10001328,71,88,Standard Class,37.22,3,0.2,3.72
189,CA-2016-157000,AM-10360,OFF-PA-10001950,71,88,Standard Class,20.02,3,0.2,6.26
190,CA-2015-102281,MP-17470,FUR-BO-10002613,46,89,First Class,899.14,4,0.2,112.39
191,CA-2015-102281,MP-17470,TEC-PH-10001552,46,89,First Class,71.76,6,0.0,20.09
192,CA-2015-102281,MP-17470,OFF-PA-10000061,46,89,First Class,51.84,8,0.0,24.88
193,CA-2015-102281,MP-17470,FUR-BO-10002545,46,89,First Class,626.35,3,0.2,46.98
194,CA-2015-102281,MP-17470,OFF-AR-10003514,46,89,First Class,19.9,5,0.0,6.57
195,CA-2015-131457,MZ-17515,OFF-EN-10001509,72,90,Standard Class,14.28,7,0.0,6.71
196,CA-2014-140004,CB-12025,OFF-AR-10004685,73,91,Standard Class,7.41,2,0.2,1.2
197,CA-2014-140004,CB-12025,OFF-AR-10004027,73,91,Standard Class,6.05,3,0.2,1.59
198,CA-2017-107720,VM-21685,OFF-ST-10001414,74,45,Standard Class,46.26,3,0.0,12.03
199,US-2017-124303,FH-14365,OFF-BI-10000343,75,92,Standard Class,2.95,2,0.7,-2.26
200,US-2017-124303,FH-14365,OFF-PA-10002749,75,92,Standard Class,16.06,3,0.2,5.82
201,CA-2017-105074,MB-17305,OFF-PA-10002666,76,93,Standard Class,21.74,3,0.2,6.8
202,CA-2014-133690,BS-11755,FUR-TA-10004289,77,94,First Class,218.75,2,0.5,-161.88
203,CA-2014-133690,BS-11755,OFF-AP-10003622,77,94,First Class,2.6,1,0.2,0.29
204,US-2017-116701,LC-17140,OFF-AP-10003217,78,95,Second Class,66.28,2,0.8,-178.97
205,CA-2017-126382,HK-14890,FUR-FU-10002960,79,96,Standard Class,35.17,7,0.2,9.67
206,CA-2017-108329,LE-16810,TEC-PH-10001918,80,35,Standard Class,444.77,4,0.2,44.48
207,CA-2017-135860,JH-15985,OFF-ST-10000642,81,97,Standard Class,83.92,4,0.0,5.87
208,CA-2017-135860,JH-15985,TEC-PH-10001700,81,97,Standard Class,131.98,2,0.0,35.63
209,CA-2017-135860,JH-15985,OFF-BI-10003274,81,97,Standard Class,15.92,4,0.0,7.48
210,CA-2017-135860,JH-15985,OFF-FA-10000134,81,97,Standard Class,52.29,9,0.0,16.21
211,CA-2017-135860,JH-15985,OFF-ST-10001522,81,97,Standard Class,91.99,1,0.0,3.68
212,CA-2015-101007,MS-17980,TEC-AC-10001266,78,98,Second Class,20.8,2,0.2,6.5
213,CA-2015-146262,VW-21775,OFF-LA-10004544,82,99,Standard Class,23.68,2,0.2,8.88
214,CA-2015-146262,VW-21775,FUR-BO-10004695,82,99,Standard Class,452.45,5,0.5,-244.32
215,CA-2015-146262,VW-21775,TEC-PH-10002844,82,99,Standard Class,62.98,3,0.4,-14.7
216,CA-2015-146262,VW-21775,TEC-MA-10000864,82,99,Standard Class,1188.0,9,0.7,-950.4
217,CA-2015-146262,VW-21775,TEC-AC-10000109,82,99,Standard Class,89.58,2,0.2,4.48
218,CA-2016-130162,JH-15910,OFF-ST-10001328,4,100,Standard Class,93.06,6,0.0,26.06
219,CA-2016-130162,JH-15910,TEC-PH-10002563,4,100,Standard Class,302.38,3,0.2,22.68
220,CA-2015-169397,JB-15925,OFF-FA-10000585,83,101,First Class,5.58,2,0.2,1.81
221,CA-2015-169397,JB-15925,OFF-PA-10004000,83,101,First Class,22.7,6,0.2,8.23
222,CA-2015-169397,JB-15925,OFF-BI-10002852,83,101,First Class,19.78,4,0.7,-13.84
223,CA-2015-169397,JB-15925,FUR-FU-10000087,83,101,First Class,72.7,4,0.2,19.08
224,CA-2015-169397,JB-15925,TEC-MA-10001148,83,101,First Class,479.99,4,0.7,-383.99
225,CA-2015-169397,JB-15925,OFF-AR-10001958,83,101,First Class,27.17,2,0.2,2.72
226,CA-2015-163055,DS-13180,OFF-AR-10001026,84,102,Standard Class,2.2,1,0.0,0.97
227,CA-2015-163055,DS-13180,FUR-TA-10003748,84,102,Standard Class,622.45,5,0.0,136.94
228,CA-2015-163055,DS-13180,OFF-ST-10002485,84,102,Standard Class,21.98,1,0.0,0.22
229,US-2015-145436,VD-21670,FUR-CH-10004860,85,103,Standard Class,161.57,2,0.2,-28.27
230,US-2015-145436,VD-21670,FUR-CH-10004477,85,103,Standard Class,389.7,8,0.2,43.84
231,US-2014-156216,EA-14035,OFF-BI-10001679,44,104,Standard Class,18.65,7,0.7,-12.43
232,US-2017-100930,CS-12400,FUR-TA-10001705,86,105,Standard Class,233.86,2,0.45,-102.05
233,US-2017-100930,CS-12400,FUR-TA-10003473,86,105,Standard Class,620.61,3,0.45,-248.25
234,US-2017-100930,CS-12400,OFF-BI-10001679,86,105,Standard Class,5.33,2,0.7,-3.55
235,US-2017-100930,CS-12400,FUR-FU-10004017,86,105,Standard Class,258.07,3,0.2,0.0
236,US-2017-100930,CS-12400,TEC-AC-10003832,86,105,Standard Class,617.98,3,0.2,-7.72
237,CA-2017-160514,DB-13120,OFF-PA-10002479,87,106,Standard Class,10.56,2,0.0,4.75
238,CA-2016-157749,KL-16645,OFF-PA-10003349,27,31,Second Class,25.92,5,0.2,9.4
239,CA-2016-157749,KL-16645,FUR-FU-10000576,27,31,Second Class,419.68,5,0.6,-356.73
240,CA-2016-157749,KL-16645,FUR-FU-10004351,27,31,Second Class,11.69,3,0.6,-4.68
241,CA-2016-157749,KL-16645,TEC-PH-10000011,27,31,Second Class,31.98,2,0.2,11.19
242,CA-2016-157749,KL-16645,FUR-TA-10002607,27,31,Second Class,177.22,5,0.5,-120.51
243,CA-2016-157749,KL-16645,FUR-FU-10002505,27,31,Second Class,4.04,3,0.6,-2.83
244,CA-2016-157749,KL-16645,OFF-AR-10004685,27,31,Second Class,7.41,2,0.2,1.2
245,CA-2014-131926,DW-13480,FUR-CH-10004063,88,107,Second Class,2001.86,7,0.0,580.54
246,CA-2014-131926,DW-13480,OFF-ST-10002276,88,107,Second Class,166.72,2,0.0,41.68
247,CA-2014-131926,DW-13480,OFF-PA-10004082,88,107,Second Class,47.88,6,0.0,23.94
248,CA-2014-131926,DW-13480,OFF-AP-10002945,88,107,Second Class,1503.25,5,0.0,496.07
249,CA-2014-131926,DW-13480,OFF-PA-10000061,88,107,Second Class,25.92,4,0.0,12.44
250,CA-2016-154739,LH-17155,FUR-CH-10002965,10,108,Second Class,321.57,2,0.2,28.14
251,CA-2016-145625,KC-16540,OFF-PA-10004569,89,109,Standard Class,7.61,1,0.0,3.58
252,CA-2016-145625,KC-16540,TEC-AC-10003832,89,109,Standard Class,3347.37,13,0.0,636.0
253,CA-2016-146941,DL-13315,OFF-ST-10001228,24,108,First Class,80.58,6,0.0,22.56
254,CA-2016-146941,DL-13315,OFF-EN-10003296,24,108,First Class,361.92,4,0.0,162.86
255,US-2015-159982,DR-12880,FUR-FU-10002505,37,110,Standard Class,12.13,9,0.6,-8.49
256,US-2015-159982,DR-12880,OFF-ST-10004804,37,110,Standard Class,82.37,2,0.2,-19.56
257,US-2015-159982,DR-12880,OFF-ST-10001590,37,110,Standard Class,53.92,5,0.2,4.04
258,US-2015-159982,DR-12880,TEC-PH-10001580,37,110,Standard Class,647.9,6,0.2,56.69
259,CA-2017-163139,CC-12670,TEC-AC-10000290,30,97,Second Class,20.37,3,0.0,6.93
260,CA-2017-163139,CC-12670,OFF-ST-10002790,30,97,Second Class,221.55,3,0.0,6.65
261,CA-2017-163139,CC-12670,OFF-BI-10003460,30,97,Second Class,17.52,5,0.2,6.13
262,US-2017-155299,Dl-13600,OFF-AP-10002203,90,111,Standard Class,1.62,2,0.8,-4.47
263,US-2014-106992,SB-20290,TEC-MA-10000822,67,112,Second Class,3059.98,3,0.4,-510.0
264,US-2014-106992,SB-20290,TEC-MA-10003353,67,112,Second Class,2519.96,7,0.4,-252.0
265,CA-2016-125318,RC-19825,TEC-PH-10001433,27,113,Standard Class,328.22,4,0.2,28.72
266,CA-2015-155040,AH-10210,TEC-AC-10004469,91,114,Standard Class,79.9,2,0.0,35.16
267,CA-2017-136826,CB-12535,OFF-AR-10003602,92,115,Standard Class,14.02,3,0.2,4.73
268,CA-2016-111010,PG-18895,OFF-FA-10003472,93,116,Standard Class,7.56,6,0.0,0.3
269,US-2017-145366,CA-12310,OFF-ST-10004180,94,35,Standard Class,37.21,1,0.2,-7.44
